"clinton1.htm | Question 0"
"Bloomberg Politics Poll conducted by Selzer & Company. March 19-22, 2016. N=1,000 adults nationwide. Margin of error ± 3.1."
"I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so. Bill Clinton, former president of the United States."
date,favorable,unfavorable,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""5/26-27/99""",55,40,3,2,1017,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/4/99""",57,38,3,2,1071,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/20-21/99""",57,37,2,4,1024,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/7/99""",59,37,2,2,1067,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""12/17-18/98""",59,36,3,2,1031,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/23-24/98""",55,41,3,1,1019,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/16-17/98""",53,44,1,2,1020,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""8/18/98""",51,44,2,2,1042,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""7/30/98""",53,38,4,5,811,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""6/30 - 7/1/98""",56,38,2,4,1024,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""5/18-19/98""",61,34,5,-,1234,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/18-19/98""",58,37,2,3,1032,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/4-5/98""",58,36,2,4,1023,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/28-29/98""",60,36,2,2,1016,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/22/98""",50,45,3,2,618,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/14-15/98""",60,33,3,4,1020,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/11-12/97""",57,35,5,3,1018,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners






"clinton1.htm | Question 16"
"Zogby International "America Poll""
"Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?" Alternative wording: "Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment." Alternative wording: "Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton."
date,very favorable/ somewhat favorable,somewhat unfavor- able/very unfavor- able,not familiar/ not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/3-5/00""",50,47,3,879,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""9/21-23/99""",45,50,5,1005,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""5/14-16/99""",47,50,2,1023,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""4/5-7/99""",54,45,1,916,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""2/15-17/99""",54,44,2,756,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""1/19-21/99""",51,46,3,993,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""10/11-14/98""",46,52,3,864,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""10/4-6/98""",47,49,3,861,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""9/21-22/98""",50,47,3,898,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""9/11-13/98""",47,52,1,796,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""7/29-31/98""",55,41,4,976,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""7/6-9/98""",61,36,3,1206,,lv,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""5/17-19/98""",61,38,1,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""4/98""",59,39,2,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""1/98""",56,41,3,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""10/97""",66,32,2,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""
"=""4/97""",63,35,2,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Zogby International ""America Poll""","""Is your overall opinion of Bill Clinton very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or are you not familiar enough to have an opinion?"" Alternative wording: ""Please tell me if your overall impression of Bill Clinton is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to make a judgment."" Alternative wording: ""Please tell me if your overall opinion of each of the following people is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable -- or you are not familiar enough to form an opinion. Bill Clinton.""","Zogby International ""America Poll"""


additional notes
['', '', '', '', '', 'LV = likely voters']





"clinton1.htm | Question 17"
"Los Angeles Times Poll"
"What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?"
date,very favorable/ somewhat favorable,somewhat unfavor./ very unfavor.,haven't heard/ don't know,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""11/13-18/99""",54,42,4,1800,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""9/13/98""",51,44,5,968,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""8/18-19/98""",49,47,4,1387,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""1/29-31/98""",57,36,7,1314,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""1/23-24/98""",48,45,7,1191,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""9/6-9/97""",59,35,6,1258,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll
"=""2/5-6/97""",61,35,4,816,,,favorability,http://www.pollingreport.com/clinton1.htm,Los Angeles Times Poll,"""What is your impression of Bill Clinton? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?""",Los Angeles Times Poll






