"CongJob1.htm | Question 0"
"Fox News Poll conducted by Anderson Robbins Research (D) and Shaw & Company Research (R). March 20-22, 2016. N=1,016 registered voters nationwide. Margin of error ± 3. "
"Do you approve or disapprove of the job Congress is doing?"
manually enter poll





"CongJob1.htm | Question 1"
"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure/ no answer,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""7/26-28/97""",48,37,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Oct. 8-12, 2014. N=approx. 500 registered voters nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/19-23/97""",44,44,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Oct. 8-12, 2014. N=approx. 500 registered voters nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""4/26-28/97""",41,45,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Oct. 8-12, 2014. N=approx. 500 registered voters nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""3/6-10/97""",36,52,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Oct. 8-12, 2014. N=approx. 500 registered voters nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/25-27/97""",39,50,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Oct. 8-12, 2014. N=approx. 500 registered voters nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)






"CongJob1.htm | Question 11"
"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5."
"Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""9/4-7/14""",45,41,14,1001,3,a,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""7/30 - 8/3/14""",41,51,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""10/17-20/13""",43,47,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""10/25-28/10""",53,40,7,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""9/30 - 10/3/10""",51,40,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""6/3-6/10""",49,44,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""4/12-15/07""",69,25,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""11/1-4/06""",56,35,8,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""10/19-22/06""",59,33,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""10/5-8/06""",60,33,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""9/5-7/06""",60,30,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""8/3-6/06""",55,37,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""5/11-15/06""",62,31,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""4/6-9/06""",59,34,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""1/23-26/06""",64,30,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""12/15-18/05""",65,29,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""10/30 - 11/2/05""",60,33,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""6/2-5/05""",61,32,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""9/02""",64,27,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""7/02""",68,23,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll
"=""11/98""",72,20,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. Sept. 4-7, 2014. N=1,001 adults nationwide. Margin of error ± 3.5.","""Overall, do you approve or disapprove of the way your own representative to the U.S. House of Representatives in Congress is handling his or her job?""",ABC News/Washington Post Poll






"CongJob1.htm | Question 12"
"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). Aug. 23-28, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1."
"Thinking now about Congress: How would you rate the job Congress is doing? Do you approve or disapprove of the job they are doing?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""8/23-28/14""",16,80,5,1000,3,lv,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). Aug. 23-28, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""Thinking now about Congress: How would you rate the job Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)
"=""3/16-20/14""",13,82,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). Aug. 23-28, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""Thinking now about Congress: How would you rate the job Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)
"=""1/12-16/14""",14,81,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). Aug. 23-28, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""Thinking now about Congress: How would you rate the job Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)
"=""10/27-31/13""",9,87,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). Aug. 23-28, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""Thinking now about Congress: How would you rate the job Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)






"CongJob1.htm | Question 13"
"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). March 16-20, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1."
"And, thinking specifically about YOUR MEMBER OF CONGRESS: How would you rate the job your member of Congress is doing? Do you approve or disapprove of the job they are doing?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/16-20/14""",46,42,12,1000,3,lv,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). March 16-20, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""And, thinking specifically about YOUR MEMBER OF CONGRESS: How would you rate the job your member of Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)
"=""1/12-16/14""",47,44,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). March 16-20, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""And, thinking specifically about YOUR MEMBER OF CONGRESS: How would you rate the job your member of Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)
"=""10/27-31/13""",39,50,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D). March 16-20, 2014. N=1,000 likely voters nationwide. Margin of error ± 3.1.","""And, thinking specifically about YOUR MEMBER OF CONGRESS: How would you rate the job your member of Congress is doing? Do you approve or disapprove of the job they are doing?""",George Washington University Battleground Poll conducted by the Tarrance Group (R) and Lake Research Partners (D)






"CongJob1.htm | Question 14"
"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3."
"How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""10/18-21/13""",46,38,17,1007,3,a,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""7/18-22/13""",50,30,19,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/1-5/10""",40,40,20,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""5/20-24/10""",47,39,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""4/5-12/10""",46,36,18,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/25-29/08""",50,31,19,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/19-22/08""",51,28,21,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/10-13/08""",43,31,26,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/27-31/06""",58,26,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""10/5-8/06""",56,27,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""9/15-19/06""",53,29,18,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""7/21-25/06""",57,27,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""5/4-8/06""",53,31,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""4/6-9/06""",60,23,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""1/20-25/06""",57,25,18,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""12/2-6/05""",60,24,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll
"=""4/13-16/05""",57,23,20,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News Poll. Oct. 18-21, 2013. N=1,007 adults nationwide. Margin of error ± 3.","""How about the representative in Congress from your district? Do you approve or disapprove of the way your representative is handling his or her job?""",CBS News Poll






"CongJob1.htm | Question 15"
"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4."
"Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job." If neither: "If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?"
date,approve,disapprove,neither,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/10-14/13""",17,77,3,2,1004,4,a,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""11/29 - 12/3/12""",23,74,3,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""6/14-18/12""",22,75,2,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""5/3-7/12""",18,78,2,3,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""2/16-20/12""",19,78,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""12/8-12/11""",15,84,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""10/13-17/11""",16,82,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""8/18-22/11""",12,87,1,-,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""6/16-20/11""",21,76,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""5/5-9/11""",30,68,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""3/24-28/11""",27,71,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""1/5-10/11""",26,69,2,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""11/3-8/10""",26,71,1,3,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""10/13-18/10""",23,75,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""9/8-13/10""",26,73,-,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""8/11-16/10""",24,74,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""6/9-14/10""",24,73,2,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""5/7-11/10""",28,71,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
"=""4/7-12/10""",28,70,1,1,,,,approval,http://www.pollingreport.com/CongJob1.htm,"AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications. Jan. 10-14, 2013. N=1,004 adults nationwide. Margin of error ± 4.","""Overall, please tell me whether you approve, disapprove, or neither approve nor disapprove of the way Congress is handling its job."" If neither: ""If you had to choose, do you lean more toward approving or disapproving of the way Congress is handling its job?""",AP-GfK Poll conducted by GfK Roper Public Affairs & Corporate Communications
